,,R_Foot,R_Foot,R_Foot,L_Foot,L_Foot,L_Foot,Lower_Trunk,Lower_Trunk,Lower_Trunk,R_Thigh,R_Thigh,R_Thigh,R_Shank,R_Shank,R_Shank,Mid_Trunk,Mid_Trunk,Mid_Trunk,L_Shank,L_Shank,L_Shank,R_Forearm,R_Forearm,R_Forearm,R_Hand,R_Hand,R_Hand,L_Hand,L_Hand,L_Hand,R_Arm,R_Arm,R_Arm,Upper_Trunk,Upper_Trunk,Upper_Trunk,Head,Head,Head,L_Forearm,L_Forearm,L_Forearm,L_Arm,L_Arm,L_Arm,L_Thigh,L_Thigh,L_Thigh
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
40,0.333333,0.07146,0.181821,0.857993,0.079897,0.166491,0.645776,0.054035,1.1681,0.708463,0.088035,0.728398,0.868569,0.073488,0.363639,0.871752,0.052697,1.339357,0.726174,0.073431,0.35456,0.641302,0.179044,1.053858,0.991908,0.238124,0.890387,1.004479,0.228836,0.911016,0.482018,0.111721,1.338181,0.950187,0.087693,1.53198,0.741759,0.130121,1.718808,0.707891,0.177532,1.081581,0.507601,0.114156,1.345667,0.550862,0.091896,0.717867,0.655056
41,0.341667,0.071459,0.181828,0.857995,0.079898,0.166499,0.645762,0.054054,1.1681,0.708439,0.088054,0.728406,0.868562,0.073502,0.36364,0.871753,0.052693,1.33935,0.726137,0.073434,0.354568,0.641289,0.179114,1.05386,0.991874,0.238186,0.890411,1.004477,0.228812,0.911028,0.481978,0.111748,1.338187,0.950157,0.087696,1.53197,0.741732,0.130122,1.71878,0.707826,0.177537,1.081598,0.507567,0.114165,1.345695,0.550812,0.091926,0.717867,0.655049
42,0.35,0.071463,0.181832,0.857992,0.079907,0.166506,0.645765,0.054073,1.168102,0.708427,0.088065,0.728412,0.86855,0.073508,0.363644,0.871764,0.052681,1.339346,0.726115,0.073464,0.354574,0.641286,0.179171,1.05388,0.991874,0.238233,0.890438,1.004499,0.228783,0.911047,0.481916,0.111776,1.338202,0.950168,0.087696,1.531973,0.741712,0.130115,1.71876,0.707768,0.177525,1.081622,0.507509,0.114182,1.345699,0.550794,0.09196,0.717861,0.655051
43,0.358333,0.071471,0.181832,0.857991,0.079908,0.166503,0.645779,0.054083,1.168106,0.70842,0.088074,0.728404,0.868543,0.073514,0.363651,0.871763,0.052674,1.339347,0.726091,0.07348,0.354577,0.641284,0.179231,1.053892,0.991884,0.238288,0.890464,1.004518,0.228783,0.911057,0.481871,0.111796,1.338197,0.950161,0.087685,1.531975,0.74171,0.130111,1.718747,0.707747,0.177516,1.08164,0.507438,0.11417,1.345719,0.550743,0.091994,0.717852,0.65504
44,0.366667,0.071471,0.181834,0.857998,0.079906,0.166512,0.645782,0.054092,1.168108,0.708412,0.088094,0.7284,0.868528,0.073529,0.363659,0.871771,0.052654,1.339358,0.726095,0.073505,0.354584,0.641288,0.179289,1.053911,0.991888,0.238355,0.890484,1.004523,0.228772,0.911066,0.481813,0.111828,1.338197,0.950146,0.087676,1.531987,0.741715,0.130107,1.71874,0.707691,0.177506,1.081659,0.507371,0.114208,1.345711,0.55075,0.092013,0.717861,0.655026
45,0.375,0.07147,0.181848,0.858012,0.079902,0.166517,0.645789,0.054091,1.168118,0.708401,0.088097,0.728402,0.868524,0.073529,0.363665,0.871763,0.052647,1.33935,0.726071,0.073523,0.354586,0.64129,0.179344,1.053931,0.991917,0.238421,0.8905,1.004535,0.228754,0.911094,0.481743,0.111845,1.338192,0.950136,0.087685,1.531984,0.741691,0.1301,1.718731,0.707654,0.177493,1.081669,0.507295,0.114208,1.345736,0.550727,0.092046,0.717843,0.655029
46,0.383333,0.071467,0.181852,0.858009,0.079908,0.166522,0.645789,0.054088,1.168124,0.708407,0.08811,0.728396,0.868511,0.073544,0.363661,0.871758,0.052628,1.33936,0.726063,0.073532,0.354594,0.641292,0.179387,1.053967,0.991955,0.238489,0.890535,1.004578,0.22877,0.911097,0.481694,0.111864,1.338199,0.950139,0.087684,1.531995,0.741689,0.130099,1.718733,0.707598,0.177482,1.081682,0.507228,0.114211,1.345739,0.550704,0.092077,0.717832,0.655032
47,0.391667,0.071467,0.181847,0.858007,0.079902,0.16652,0.645779,0.054086,1.16813,0.70839,0.088126,0.728407,0.868495,0.073557,0.363658,0.87174,0.052627,1.339349,0.726031,0.073549,0.354583,0.641277,0.17945,1.053967,0.991914,0.238575,0.890549,1.004544,0.228788,0.911108,0.481626,0.111875,1.338197,0.950134,0.087676,1.532002,0.74165,0.130096,1.718731,0.707551,0.177502,1.081683,0.507165,0.114219,1.34574,0.550688,0.092092,0.717834,0.655019
48,0.4,0.071466,0.181854,0.858,0.079903,0.16651,0.645775,0.054076,1.168128,0.708376,0.088136,0.728408,0.868483,0.073563,0.363662,0.871736,0.052614,1.33935,0.726002,0.073566,0.35459,0.641265,0.179483,1.054012,0.991969,0.238657,0.890563,1.00452,0.228801,0.911109,0.481557,0.111895,1.338207,0.950123,0.08767,1.532006,0.741652,0.130097,1.718736,0.707465,0.177492,1.081699,0.507102,0.114221,1.345755,0.550663,0.092111,0.717835,0.655013
49,0.408333,0.071461,0.181846,0.857994,0.079912,0.166506,0.645772,0.054083,1.168115,0.708368,0.088145,0.728408,0.868464,0.073562,0.363662,0.871721,0.052605,1.339351,0.72597,0.073569,0.354587,0.641241,0.179561,1.05399,0.991908,0.238731,0.890578,1.00448,0.228833,0.911112,0.481504,0.111911,1.338219,0.950119,0.087666,1.532,0.741625,0.130082,1.71872,0.707385,0.177511,1.081695,0.507058,0.114255,1.34575,0.550665,0.092135,0.717833,0.655
50,0.416667,0.071469,0.181835,0.857985,0.079908,0.166504,0.645769,0.054081,1.168123,0.708344,0.088159,0.728415,0.868458,0.073562,0.363657,0.871718,0.052596,1.339339,0.725926,0.073578,0.354574,0.641225,0.17961,1.054017,0.991934,0.238818,0.890598,1.004459,0.228863,0.911115,0.481443,0.111937,1.33823,0.950105,0.087653,1.532005,0.741598,0.130084,1.718718,0.707349,0.177519,1.081709,0.507014,0.11425,1.345761,0.55062,0.092151,0.71783,0.654991
51,0.425,0.071462,0.181833,0.857982,0.079911,0.166505,0.645765,0.054081,1.168123,0.708333,0.088165,0.728408,0.868461,0.073555,0.363657,0.871711,0.052576,1.339342,0.725917,0.073574,0.354578,0.641222,0.179666,1.054042,0.991937,0.238902,0.890622,1.004437,0.228893,0.911113,0.481406,0.111947,1.338253,0.950115,0.087638,1.531998,0.741593,0.130072,1.718709,0.707315,0.177551,1.081705,0.506989,0.114255,1.345768,0.550593,0.092151,0.717831,0.654979
52,0.433333,0.071468,0.181837,0.857994,0.0799,0.166489,0.645754,0.054071,1.168123,0.708316,0.088169,0.728402,0.868454,0.07355,0.363649,0.871714,0.052558,1.339332,0.725887,0.073558,0.354581,0.641218,0.179699,1.054068,0.991977,0.238991,0.89064,1.004419,0.228919,0.91112,0.481353,0.111955,1.33827,0.950127,0.087623,1.531992,0.741569,0.130061,1.718726,0.707273,0.17758,1.081696,0.506961,0.11428,1.345742,0.550596,0.092145,0.717839,0.65496
53,0.441667,0.071461,0.181826,0.857988,0.0799,0.166502,0.645756,0.054067,1.168124,0.708315,0.088164,0.728396,0.868438,0.073562,0.36364,0.871718,0.05254,1.339329,0.725875,0.073541,0.354584,0.641222,0.179751,1.0541,0.991999,0.239065,0.890651,1.004417,0.228945,0.911123,0.481336,0.111972,1.338281,0.950139,0.087611,1.532002,0.741554,0.130044,1.718725,0.707281,0.1776,1.081711,0.506928,0.114295,1.34575,0.550571,0.092128,0.717843,0.65495
54,0.45,0.071467,0.181824,0.857992,0.079894,0.166495,0.645759,0.054055,1.16813,0.708315,0.088168,0.728384,0.868432,0.073556,0.363645,0.871708,0.05252,1.339339,0.725867,0.073531,0.354579,0.641223,0.179811,1.0541,0.991982,0.239153,0.890686,1.004446,0.228982,0.911137,0.4813,0.111991,1.338277,0.950126,0.087596,1.532011,0.741532,0.130028,1.718756,0.707252,0.177631,1.081718,0.50689,0.114294,1.345773,0.550508,0.092114,0.717837,0.654954
55,0.458333,0.07146,0.18183,0.858005,0.079885,0.166468,0.645777,0.054056,1.168146,0.708311,0.08815,0.728385,0.868414,0.073558,0.363649,0.871713,0.052507,1.339344,0.725862,0.073518,0.354591,0.641226,0.179866,1.054117,0.991969,0.239226,0.890724,1.004468,0.229013,0.911139,0.481276,0.112,1.338274,0.950136,0.087586,1.532009,0.741534,0.130011,1.718771,0.707243,0.177669,1.081716,0.506871,0.114328,1.345767,0.550485,0.092095,0.717842,0.654941
56,0.466667,0.071465,0.181827,0.858,0.079903,0.166493,0.645781,0.054057,1.168151,0.708307,0.088157,0.728393,0.868418,0.073554,0.363659,0.871709,0.052484,1.339349,0.725839,0.073529,0.354576,0.641235,0.179909,1.05415,0.992005,0.239301,0.890773,1.004521,0.229052,0.911161,0.48125,0.112002,1.338286,0.950159,0.087578,1.532009,0.741539,0.129997,1.718778,0.707218,0.177707,1.081733,0.506834,0.114335,1.345788,0.550454,0.092079,0.717846,0.654938
57,0.475,0.071472,0.181839,0.857999,0.079901,0.166505,0.645778,0.05406,1.168146,0.708315,0.088167,0.728385,0.868414,0.073559,0.363658,0.871701,0.052479,1.339334,0.725822,0.073531,0.354582,0.641232,0.179966,1.054167,0.99201,0.239381,0.890802,1.004545,0.229093,0.911174,0.481224,0.112024,1.338302,0.950168,0.087569,1.532017,0.741534,0.129966,1.718783,0.70721,0.177729,1.081757,0.506797,0.114372,1.345781,0.550449,0.09206,0.717852,0.65493
58,0.483333,0.071476,0.181838,0.858002,0.079908,0.166504,0.645782,0.054052,1.168155,0.708309,0.088176,0.728393,0.868436,0.073567,0.363657,0.871712,0.052473,1.339343,0.725808,0.073538,0.354581,0.641231,0.180012,1.054183,0.99202,0.239452,0.890826,1.004574,0.229141,0.911196,0.481202,0.112039,1.338328,0.950187,0.08756,1.532023,0.741533,0.129949,1.718781,0.707198,0.177766,1.081786,0.506771,0.11437,1.345806,0.550397,0.092052,0.717848,0.654929
59,0.491667,0.071476,0.181851,0.857998,0.079916,0.166506,0.645768,0.054048,1.168163,0.708307,0.088183,0.728392,0.868432,0.073581,0.36366,0.871707,0.052453,1.339339,0.725774,0.073556,0.354581,0.641209,0.180062,1.054187,0.992013,0.23953,0.890846,1.004583,0.229201,0.911209,0.481183,0.11205,1.338363,0.950198,0.087559,1.532024,0.741507,0.129931,1.718763,0.707157,0.17782,1.08179,0.506758,0.114411,1.345829,0.550405,0.092034,0.717849,0.654924
60,0.5,0.071481,0.181853,0.85799,0.079917,0.166514,0.645771,0.054047,1.168163,0.708313,0.08819,0.728389,0.86844,0.073602,0.363657,0.871708,0.052437,1.339344,0.725763,0.073559,0.354589,0.641198,0.18009,1.054209,0.992045,0.239603,0.89086,1.004597,0.229246,0.911223,0.481158,0.112062,1.33838,0.950186,0.087565,1.532033,0.741496,0.129915,1.718749,0.70715,0.177864,1.081816,0.50674,0.114436,1.345845,0.550391,0.092034,0.717841,0.654915
61,0.508333,0.071488,0.18185,0.857993,0.079918,0.166519,0.645759,0.054043,1.168186,0.708312,0.088196,0.728398,0.868443,0.07361,0.363666,0.871722,0.052417,1.339366,0.725754,0.073573,0.354579,0.641179,0.180141,1.054202,0.992033,0.239676,0.890881,1.004603,0.229299,0.911257,0.481155,0.112078,1.338388,0.950205,0.087563,1.532051,0.741462,0.129894,1.718745,0.707155,0.177915,1.081829,0.50674,0.114452,1.345851,0.550383,0.092032,0.717837,0.654921
62,0.516667,0.071481,0.181853,0.857991,0.079909,0.166525,0.64576,0.054029,1.168219,0.708302,0.08819,0.728398,0.86845,0.073598,0.363666,0.871727,0.052409,1.339383,0.725725,0.073574,0.354584,0.64118,0.180174,1.05421,0.992033,0.239733,0.890904,1.004635,0.229338,0.911284,0.481152,0.112089,1.338395,0.950225,0.087563,1.532062,0.741431,0.129876,1.718719,0.707141,0.177952,1.081859,0.506733,0.114482,1.345869,0.550374,0.09203,0.717839,0.654923
63,0.525,0.071472,0.18185,0.858011,0.079908,0.166519,0.645773,0.054009,1.168248,0.708291,0.088173,0.72839,0.868447,0.073572,0.363674,0.871733,0.052392,1.339407,0.725708,0.073568,0.354579,0.641191,0.180191,1.054242,0.992085,0.239797,0.890921,1.004647,0.22938,0.91131,0.481165,0.112107,1.33839,0.950244,0.087565,1.532084,0.74141,0.129869,1.718699,0.707141,0.177991,1.081871,0.50673,0.114501,1.345879,0.55037,0.092021,0.71783,0.654926
64,0.533333,0.071474,0.181849,0.858014,0.079904,0.166511,0.645778,0.053984,1.16828,0.708287,0.088148,0.728386,0.868446,0.073553,0.363674,0.871741,0.052374,1.339438,0.725668,0.07356,0.354583,0.641195,0.180239,1.054234,0.99206,0.239831,0.890955,1.0047,0.229424,0.911332,0.481173,0.112124,1.338373,0.950239,0.087563,1.532102,0.741416,0.129856,1.718661,0.707175,0.178029,1.081886,0.506726,0.114489,1.345925,0.550295,0.092004,0.717833,0.654927
65,0.541667,0.071466,0.18184,0.858016,0.079902,0.166514,0.645781,0.053977,1.168303,0.708295,0.088115,0.728393,0.868459,0.073529,0.363674,0.871738,0.052363,1.33946,0.725636,0.073549,0.354564,0.641219,0.180252,1.054262,0.992132,0.239872,0.890972,1.004737,0.229481,0.911358,0.481178,0.112139,1.338376,0.950244,0.087558,1.532128,0.741408,0.129835,1.718636,0.707204,0.178057,1.081904,0.50669,0.114538,1.345914,0.550334,0.091992,0.717824,0.654946
66,0.55,0.07146,0.181836,0.858002,0.079898,0.166499,0.645777,0.053951,1.168312,0.708304,0.088087,0.72841,0.868475,0.073508,0.363663,0.871727,0.05233,1.339458,0.72558,0.073536,0.354559,0.641235,0.180279,1.054279,0.992146,0.239892,0.891005,1.004787,0.229534,0.911368,0.481177,0.112179,1.338392,0.95023,0.087555,1.53213,0.741383,0.129822,1.718627,0.707175,0.178088,1.081908,0.506687,0.114534,1.345937,0.550276,0.091982,0.717817,0.654956
67,0.558333,0.071466,0.181823,0.857996,0.079893,0.166496,0.645778,0.053925,1.168326,0.70831,0.088046,0.728398,0.868482,0.073495,0.36365,0.871723,0.052295,1.339474,0.725537,0.073516,0.354567,0.641226,0.180304,1.054304,0.992183,0.239904,0.891039,1.004852,0.229592,0.91138,0.481176,0.112204,1.338428,0.950214,0.087542,1.532145,0.741364,0.129796,1.718632,0.707182,0.178138,1.08192,0.506676,0.114536,1.345937,0.550229,0.091956,0.71782,0.654958
68,0.566667,0.071459,0.181816,0.857995,0.079897,0.166488,0.645765,0.053913,1.168325,0.708322,0.08802,0.728401,0.868473,0.073481,0.363647,0.871705,0.052274,1.339451,0.725494,0.073502,0.354562,0.641219,0.180321,1.054332,0.992232,0.239923,0.891056,1.004907,0.229653,0.911409,0.481146,0.112243,1.338472,0.950213,0.087534,1.532146,0.741354,0.129768,1.718643,0.707173,0.178182,1.081923,0.506663,0.114528,1.34595,0.550169,0.091938,0.717824,0.654963
69,0.575,0.071458,0.181822,0.857979,0.079897,0.166488,0.645753,0.053888,1.168323,0.70832,0.087981,0.728415,0.868475,0.073465,0.363634,0.871712,0.052238,1.339445,0.725477,0.073489,0.35457,0.641211,0.180356,1.054338,0.99224,0.239919,0.891113,1.005013,0.229716,0.911425,0.481124,0.112275,1.338521,0.950211,0.087524,1.532148,0.741338,0.129718,1.718695,0.70713,0.178219,1.081917,0.506655,0.114533,1.345943,0.550143,0.091909,0.717833,0.654949
70,0.583333,0.071452,0.181821,0.857987,0.079895,0.166481,0.645755,0.053876,1.168322,0.708308,0.087959,0.728408,0.868477,0.073461,0.363631,0.871711,0.052194,1.339429,0.725468,0.073486,0.354554,0.641202,0.180378,1.054348,0.992262,0.239922,0.891126,1.005074,0.229775,0.911443,0.48111,0.112303,1.338554,0.950251,0.087495,1.532139,0.741365,0.129668,1.718753,0.707128,0.17827,1.081901,0.506668,0.114542,1.345932,0.550141,0.09189,0.71783,0.654946
71,0.591667,0.07145,0.181818,0.857988,0.0799,0.166476,0.645764,0.053864,1.168313,0.7083,0.087937,0.728413,0.868476,0.073443,0.363632,0.871695,0.052167,1.339414,0.725471,0.073482,0.354556,0.641194,0.18039,1.054378,0.992335,0.239923,0.89116,1.005152,0.229848,0.911459,0.481102,0.112332,1.338575,0.95029,0.087471,1.532131,0.741364,0.129608,1.718803,0.707148,0.178307,1.081907,0.506668,0.11453,1.345937,0.550107,0.091871,0.717834,0.654937
72,0.6,0.071447,0.181828,0.857987,0.079887,0.166486,0.645761,0.053877,1.1683,0.708288,0.087906,0.728422,0.868477,0.073427,0.363632,0.871705,0.052139,1.339403,0.725486,0.073473,0.354558,0.641197,0.180416,1.054376,0.992335,0.239929,0.891179,1.005215,0.229908,0.911473,0.481084,0.112353,1.338591,0.950353,0.087448,1.532131,0.741389,0.129544,1.718869,0.707201,0.178338,1.08191,0.506655,0.114528,1.345938,0.550122,0.091856,0.717844,0.654925
73,0.608333,0.071447,0.181826,0.858015,0.079887,0.166489,0.645771,0.053886,1.168277,0.708267,0.08788,0.728423,0.868489,0.073414,0.363631,0.871726,0.052113,1.339387,0.725498,0.073482,0.354553,0.641203,0.180423,1.054417,0.992405,0.239944,0.891207,1.00527,0.229967,0.911489,0.481068,0.112373,1.338602,0.950412,0.087418,1.532125,0.741381,0.12948,1.718921,0.707217,0.178372,1.081917,0.506631,0.114508,1.345929,0.550115,0.091855,0.717842,0.654922
74,0.616667,0.071441,0.181831,0.858011,0.079887,0.166499,0.645771,0.053906,1.168271,0.708241,0.087856,0.728429,0.868489,0.073404,0.363643,0.871751,0.052096,1.339383,0.725508,0.073477,0.354558,0.641208,0.180448,1.054438,0.992429,0.239954,0.891218,1.005316,0.230028,0.911507,0.481048,0.112384,1.338612,0.950463,0.087388,1.532116,0.741405,0.129423,1.718959,0.70729,0.178412,1.081912,0.506606,0.114505,1.345929,0.550128,0.091832,0.717854,0.654895
75,0.625,0.07144,0.181827,0.858003,0.079891,0.166501,0.645771,0.053933,1.168256,0.708225,0.087839,0.728429,0.868498,0.073395,0.363642,0.871741,0.052066,1.339383,0.725518,0.073479,0.35455,0.641199,0.180461,1.054471,0.992486,0.239978,0.891223,1.005334,0.230098,0.911512,0.481022,0.112392,1.338628,0.950481,0.087361,1.532104,0.741404,0.129347,1.718992,0.70737,0.178456,1.081896,0.506592,0.114502,1.345907,0.550139,0.091843,0.717853,0.6549
76,0.633333,0.071446,0.18184,0.858008,0.079896,0.166512,0.645772,0.053949,1.168243,0.70822,0.087835,0.728421,0.868503,0.073399,0.363649,0.87174,0.052059,1.339369,0.725524,0.073478,0.354561,0.641213,0.180479,1.054501,0.992562,0.240012,0.89125,1.005392,0.230152,0.911532,0.480982,0.112394,1.338646,0.950509,0.087334,1.532101,0.741418,0.129273,1.719013,0.707434,0.178499,1.081913,0.50656,0.114495,1.345903,0.550149,0.091834,0.717869,0.654877
77,0.641667,0.07145,0.181844,0.858002,0.079904,0.166513,0.645765,0.053976,1.168239,0.708204,0.087826,0.728414,0.868503,0.073412,0.363641,0.871734,0.052026,1.339364,0.725524,0.073483,0.354565,0.641199,0.180515,1.054521,0.99262,0.240056,0.89126,1.005424,0.230206,0.91155,0.480947,0.112382,1.33866,0.950543,0.087311,1.53209,0.741429,0.129181,1.719031,0.707567,0.178536,1.081923,0.506537,0.114518,1.345879,0.550181,0.091846,0.717858,0.654895
78,0.65,0.07145,0.181845,0.857997,0.079905,0.166515,0.645758,0.053992,1.168228,0.708205,0.087841,0.728405,0.868512,0.07343,0.363634,0.87173,0.052006,1.339356,0.725531,0.073479,0.354554,0.641184,0.180531,1.054536,0.992691,0.240098,0.891267,1.005463,0.230267,0.911558,0.480943,0.112387,1.338669,0.950569,0.087289,1.532087,0.74143,0.129081,1.719046,0.70775,0.178596,1.081925,0.506544,0.114486,1.345883,0.550154,0.091837,0.71786,0.654879
79,0.658333,0.071447,0.181844,0.857995,0.079914,0.166505,0.645764,0.053994,1.168208,0.708209,0.08785,0.728401,0.868505,0.073455,0.363637,0.871719,0.051976,1.339362,0.725548,0.073481,0.354564,0.641188,0.18055,1.054559,0.992755,0.240144,0.891304,1.005528,0.230308,0.911572,0.480924,0.112363,1.338671,0.950604,0.087262,1.532084,0.741445,0.12897,1.719069,0.707942,0.178624,1.081951,0.50655,0.114492,1.345879,0.550183,0.091838,0.717862,0.65489
80,0.666667,0.071462,0.181837,0.857994,0.079915,0.166501,0.645774,0.053988,1.168207,0.708211,0.087867,0.728398,0.868504,0.073459,0.363641,0.871718,0.051945,1.33935,0.72556,0.073474,0.354565,0.641201,0.180557,1.054579,0.992831,0.24019,0.891342,1.005585,0.23036,0.911594,0.480929,0.112348,1.338674,0.950636,0.087233,1.532078,0.741441,0.128838,1.719096,0.708189,0.178659,1.081973,0.506561,0.114479,1.345889,0.550197,0.091844,0.717859,0.654901
81,0.675,0.071455,0.181836,0.857992,0.079909,0.166502,0.645764,0.05398,1.168195,0.708232,0.087881,0.728395,0.868497,0.073459,0.363636,0.871717,0.051912,1.339337,0.725578,0.073492,0.354558,0.64119,0.180563,1.05462,0.992943,0.240246,0.891347,1.005605,0.230383,0.911613,0.480927,0.112335,1.33867,0.950659,0.087205,1.532065,0.741484,0.128701,1.719126,0.708494,0.178693,1.081977,0.506577,0.114489,1.345904,0.550233,0.091841,0.717854,0.654896
82,0.683333,0.071456,0.181831,0.85801,0.079908,0.166504,0.645765,0.053958,1.168187,0.708236,0.08789,0.728396,0.868484,0.073455,0.363632,0.871724,0.051866,1.339333,0.725611,0.073496,0.354565,0.641203,0.180593,1.05461,0.992969,0.240284,0.891369,1.00566,0.230427,0.911618,0.480914,0.112328,1.338666,0.950681,0.087178,1.532052,0.741482,0.128557,1.719165,0.708746,0.178722,1.081985,0.506593,0.114457,1.345918,0.550213,0.091842,0.717847,0.654914
83,0.691667,0.071454,0.181823,0.858006,0.079904,0.1665,0.645772,0.053931,1.16818,0.708254,0.087898,0.728393,0.868486,0.073463,0.363638,0.871729,0.051816,1.339344,0.725625,0.073518,0.354554,0.641205,0.180601,1.054638,0.993058,0.240326,0.891389,1.0057,0.230452,0.911642,0.480893,0.112309,1.338652,0.95068,0.087135,1.532056,0.741535,0.128413,1.719211,0.709057,0.178722,1.081987,0.506592,0.114454,1.345932,0.550211,0.091866,0.717822,0.654939
84,0.7,0.071454,0.181817,0.857997,0.079899,0.166495,0.645779,0.053894,1.168187,0.708266,0.087899,0.728388,0.86848,0.073458,0.363623,0.871736,0.051778,1.339336,0.725642,0.07354,0.354551,0.641221,0.18062,1.054654,0.993117,0.240369,0.891395,1.005714,0.230469,0.911655,0.480881,0.112289,1.33866,0.950707,0.087109,1.532067,0.741528,0.128251,1.719266,0.709399,0.178707,1.082008,0.506551,0.114435,1.345934,0.550216,0.091874,0.717807,0.654956
85,0.708333,0.071454,0.181809,0.857998,0.079898,0.166493,0.645784,0.053848,1.168205,0.708284,0.087892,0.728389,0.86849,0.073447,0.363626,0.87174,0.05176,1.339336,0.725617,0.073535,0.354552,0.641245,0.180658,1.054639,0.993102,0.240417,0.891398,1.005738,0.230483,0.911672,0.480845,0.112274,1.338656,0.950721,0.087084,1.532059,0.741557,0.128063,1.719342,0.709871,0.178699,1.082023,0.506515,0.114416,1.345958,0.550188,0.091898,0.7178,0.654967
86,0.716667,0.071454,0.181805,0.858001,0.079893,0.166472,0.645779,0.053809,1.168206,0.708307,0.087881,0.728398,0.868505,0.07345,0.363627,0.871741,0.051738,1.339327,0.725618,0.073529,0.354559,0.641255,0.180658,1.05468,0.99322,0.240456,0.8914,1.005773,0.23049,0.911695,0.48083,0.112259,1.338648,0.950751,0.087055,1.532051,0.741542,0.127869,1.719404,0.710405,0.17868,1.08203,0.506453,0.114389,1.345984,0.550129,0.091896,0.717796,0.654992
87,0.725,0.071454,0.181816,0.858004,0.079894,0.166489,0.645766,0.053767,1.168208,0.708343,0.087875,0.728406,0.868517,0.073456,0.363623,0.871745,0.051711,1.33933,0.725609,0.073515,0.354557,0.641275,0.180693,1.054667,0.993222,0.240483,0.891397,1.005797,0.230496,0.911704,0.480811,0.112243,1.338636,0.950792,0.087022,1.532046,0.741554,0.12705,1.719882,0.715495,0.178674,1.082041,0.506401,0.114414,1.345993,0.550153,0.091918,0.717791,0.65502
88,0.733333,0.07145,0.181823,0.857996,0.079898,0.166486,0.645773,0.053727,1.168215,0.708377,0.087878,0.728408,0.868535,0.07346,0.363631,0.871746,0.051693,1.339316,0.725577,0.073497,0.354558,0.641297,0.180712,1.054668,0.993246,0.240512,0.891407,1.005841,0.230496,0.911717,0.480798,0.112227,1.338617,0.950825,0.086979,1.532049,0.74156,0.12684,1.719978,0.716005,0.178669,1.082058,0.506349,0.114417,1.346016,0.550128,0.091905,0.717794,0.655038
89,0.741667,0.071444,0.181827,0.858001,0.079899,0.166491,0.645771,0.053697,1.168204,0.708397,0.087868,0.728416,0.868549,0.073462,0.363627,0.871754,0.051662,1.339309,0.725579,0.073479,0.354553,0.641301,0.180715,1.054693,0.993329,0.240532,0.891426,1.005888,0.23049,0.911726,0.48078,0.112227,1.338602,0.95084,0.086944,1.53203,0.741554,0.126593,1.72015,0.716496,0.178661,1.082075,0.506336,0.114406,1.346043,0.550101,0.091898,0.717784,0.655069
90,0.75,0.071457,0.181814,0.858004,0.079895,0.166492,0.645773,0.053651,1.168217,0.708425,0.087861,0.728411,0.868556,0.073452,0.363622,0.871752,0.051643,1.339288,0.725574,0.073479,0.354567,0.641306,0.180744,1.05468,0.99333,0.240553,0.891448,1.005954,0.23047,0.91174,0.480769,0.112207,1.33861,0.950869,0.086907,1.53203,0.741572,0.126351,1.720339,0.717144,0.178669,1.082085,0.506338,0.114417,1.346053,0.550089,0.091873,0.717791,0.655087
91,0.758333,0.071454,0.181819,0.857998,0.079893,0.166472,0.645798,0.053613,1.168215,0.70845,0.087855,0.728405,0.868573,0.073444,0.363623,0.871771,0.051614,1.339296,0.725583,0.073488,0.354551,0.641314,0.180773,1.05469,0.993351,0.240584,0.891451,1.006007,0.230446,0.91174,0.480762,0.11219,1.338606,0.95089,0.086887,1.532027,0.74158,0.126075,1.720528,0.717846,0.178671,1.082091,0.506347,0.114435,1.346044,0.550111,0.091845,0.717797,0.655092
92,0.766667,0.071447,0.181831,0.858013,0.079895,0.166473,0.645801,0.053595,1.16821,0.708469,0.08785,0.728409,0.868592,0.073452,0.36363,0.87177,0.051598,1.339287,0.725577,0.073492,0.354547,0.641323,0.180794,1.054688,0.993375,0.2406,0.89147,1.006069,0.230408,0.911748,0.480752,0.112163,1.338611,0.950905,0.086854,1.532021,0.74158,0.1258,1.7207,0.718628,0.17867,1.082105,0.506384,0.114463,1.346058,0.550134,0.09182,0.717809,0.655106
93,0.775,0.071451,0.181824,0.858011,0.079899,0.166478,0.645803,0.053582,1.168211,0.708484,0.087857,0.728396,0.868619,0.073454,0.363637,0.871784,0.051581,1.339283,0.725575,0.073489,0.354544,0.641342,0.180786,1.054737,0.99348,0.240631,0.891496,1.006156,0.230385,0.911769,0.480744,0.112124,1.338608,0.950928,0.086836,1.532013,0.741605,0.125989,1.720502,0.716072,0.178664,1.082138,0.506401,0.114471,1.346072,0.550127,0.091805,0.717816,0.655101
