464174 13.696 11.8561 21.9989 19.873 -1.47047 3.6307 67.424
464183 13.6683 11.8468 21.9989 20.0216 -1.40624 3.66593 67.5356
464205 13.6683 11.9215 22.036 20.0513 -1.37844 3.65653 67.6771
464215 13.6683 11.9215 22.036 20.0513 -1.37844 3.65653 67.6771
464227 13.5575 11.8841 21.9989 20.1603 -1.29883 3.70945 67.6008
464253 13.5668 11.8841 21.934 20.2296 -1.25234 3.70764 67.6145
464259 13.5668 11.8841 21.934 20.2296 -1.25234 3.70764 67.6145
464269 13.576 11.9308 21.7578 20.2692 -1.16006 3.66932 67.5338
464279 13.576 11.9308 21.7578 20.2692 -1.16006 3.66932 67.5338
464291 13.5668 11.8748 21.7021 20.2098 -1.18194 3.66804 67.3535
464299 13.5668 11.8748 21.7021 20.2098 -1.18194 3.66804 67.3535
464309 13.5668 11.9495 21.6743 20.2593 -1.1239 3.65102 67.4499
464319 13.5206 12.0055 21.7021 20.3386 -1.06512 3.66628 67.5668
464335 13.5114 11.9588 21.6372 20.3386 -1.05685 3.67084 67.446
464345 13.5575 11.9215 21.6279 20.4674 -1.03466 3.68845 67.5743
464356 13.5575 11.9215 21.6279 20.4674 -1.03466 3.68845 67.5743
464365 13.5114 11.9028 21.6187 20.4773 -1.01836 3.70649 67.5101
464375 13.5114 11.9028 21.6187 20.4773 -1.01836 3.70649 67.5101
464387 13.456 11.8375 21.5074 20.5169 -0.968927 3.72802 67.3177
464395 13.4929 11.8281 21.5352 20.507 -0.999439 3.72335 67.3632
464405 13.4929 11.8281 21.5352 20.507 -0.999439 3.72335 67.3632
464415 13.4653 11.8935 21.5166 20.4376 -0.9845 3.69815 67.313
464425 13.4653 11.8935 21.5352 20.4376 -0.991116 3.70126 67.3316
464436 13.4653 11.9775 21.5352 20.4971 -0.935854 3.68793 67.475
464448 13.4468 12.0242 21.5445 20.507 -0.910848 3.68333 67.5224
464458 13.4468 12.0242 21.5445 20.507 -0.910848 3.68333 67.5224
464468 13.5483 12.0428 21.6187 20.5268 -0.958616 3.66588 67.7366
