1753103 11.0209 34 6.69461 12.8165 11.2738 -5.92957 64.5321
1753113 11.8082 34 6.56504 12.5596 10.8521 -6.1641 64.9328
1753123 11.8082 34 6.56504 12.5596 10.8521 -6.1641 64.9328
1753133 11.6676 34 6.5564 12.4404 10.9088 -6.18675 64.6644
1753155 12.1455 34 6.90193 12.7156 10.5181 -6.05082 65.7631
1753162 12.4548 34 7.50661 12.8991 10.0723 -5.84406 66.8605
1753170 12.4548 34 7.50661 12.8991 10.0723 -5.84406 66.8605
1753187 14.048 34 8.01626 13.1468 9.06018 -5.82673 69.211
1753190 15.3693 33.4444 8.58638 13.3486 8.06985 -5.69877 70.7487
1753205 15.3693 33.4444 8.58638 13.3486 8.06985 -5.69877 70.7487
1753215 15.4537 32.1382 9.04421 13.2936 7.4839 -5.41703 69.9297
1753232 16.3065 31.2511 9.64888 13.3394 6.60392 -5.22411 70.546
1753242 17.2277 29.8475 11.4024 13.9266 5.22896 -4.50515 72.4042
1753252 17.2277 29.8475 11.4024 13.9266 5.22896 -4.50515 72.4042
1753262 18.1858 28.2781 13.3979 14.7248 3.82749 -3.68859 74.5866
1753272 18.1858 28.2781 13.3979 14.7248 3.82749 -3.68859 74.5866
1753295 18.9068 26.8452 14.1235 14.3119 2.73862 -3.50125 74.1874
1753302 19.7511 25.5975 13.3028 12.6881 1.83334 -4.07019 71.3395
1753312 20.8895 24.6032 11.5493 10.5596 1.00739 -5.18859 67.6016
1753322 21.9046 24.2913 10.0462 8.63303 0.375143 -6.36221 64.8751
1753344 23.6217 24.4765 9.00102 6.87156 -0.498126 -7.55632 63.9707
1753367 26.4107 24.9346 9.0874 5.89908 -1.75798 -8.22204 66.3318
1753378 29.8828 24.7592 9.9685 5.33028 -3.48933 -8.43783 69.9408
1753382 29.8828 24.7592 9.9685 5.33028 -3.48933 -8.43783 69.9408
1753397 32.9375 23.5212 10.5732 5.26606 -5.09122 -8.42752 72.2979
1753407 34 20.8308 11.0655 5.25688 -6.66794 -8.11806 71.1533
1753417 34 20.8308 11.0655 5.25688 -6.66794 -8.11806 71.1533
1753427 34 16.9544 11.4975 4.99083 -8.73046 -7.66565 67.4427
1753437 34 16.9544 11.4975 4.99083 -8.73046 -7.66565 67.4427
1753447 34 14.0542 11.7048 4.66972 -10.4693 -7.37552 64.4287
1753457 34 13.0054 11.7307 4.41284 -11.2086 -7.33073 63.1489
1753467 34 13.0054 11.7307 4.41284 -11.2086 -7.33073 63.1489
1753477 34 13.2425 11.7739 4.44037 -11.067 -7.3345 63.4567
1753487 34 13.3519 11.6443 4.40367 -10.9971 -7.40631 63.3999
1753497 34 13.3519 11.6443 4.40367 -10.9971 -7.40631 63.3999
1753507 34 13.4979 11.2124 4.18349 -10.9435 -7.65624 62.8937
1753517 34 13.4979 11.2124 4.18349 -10.9435 -7.65624 62.8937
1753527 34 13.4158 10.6682 3.94495 -11.0059 -7.93242 62.0289
1753537 34 13.2698 10.4522 3.90826 -11.0636 -8.0097 61.6303
1753553 34 13.0874 10.7027 4.05505 -11.1408 -7.84126 61.8452
1753563 34 12.7682 11.437 4.37615 -11.3023 -7.41956 62.5814
1753585 34 12.2758 12.2317 4.81651 -11.5041 -6.92333 63.324
1753594 34 12.2758 12.2317 4.81651 -11.5041 -6.92333 63.324
1753604 34 12.0113 13.1301 5.3578 -11.5354 -6.40087 64.4991
1753620 34 11.8289 13.9248 5.77064 -11.5702 -5.98253 65.5243
1753625 34 11.8289 13.9248 5.77064 -11.5702 -5.98253 65.5243
1753633 34 11.6829 14.4949 6.11927 -11.5739 -5.67191 66.2971
1753663 34 11.4732 15.1514 6.45872 -11.6346 -5.33584 67.0833
1753669 34 11.2999 15.7215 6.76147 -11.6771 -5.04925 67.7829
1753679 34 11.2999 15.7215 6.76147 -11.6771 -5.04925 67.7829
1753694 33.6775 11.0628 16.3003 7.09174 -11.677 -4.70001 68.1323
1753697 32.8616 10.8439 16.9395 7.46789 -11.5578 -4.24987 68.1129
1753719 32.3588 10.698 17.2133 7.66055 -11.4873 -4.01503 67.9306
1753729 32.1122 10.6888 17.0464 7.6422 -11.4194 -4.02561 67.4896
1753745 32.0078 10.7983 17.2597 7.79817 -11.2987 -3.9229 67.8639
1753768 31.9129 10.8439 17.9367 8.23853 -11.1585 -3.60825 68.9321
1753778 31.3532 10.698 18.7529 8.69725 -11.0469 -3.15125 69.5013
1753788 31.3532 10.698 18.7529 8.69725 -11.0469 -3.15125 69.5013
1753798 30.1579 10.4244 19.5597 9.17431 -10.8629 -2.56395 69.3163
1753808 28.7539 9.97747 20.2739 9.55963 -10.7528 -1.9466 68.5649
1753818 28.7539 9.97747 20.2739 9.55963 -10.7528 -1.9466 68.5649
1753828 27.7863 9.70386 20.6634 9.77064 -10.6645 -1.55823 67.9242
1753838 27.7863 9.70386 20.6634 9.77064 -10.6645 -1.55823 67.9242
1753848 27.1981 9.50322 20.9509 9.90826 -10.634 -1.2971 67.5605
1753859 26.7238 9.27521 21.192 9.93578 -10.6905 -1.0885 67.1268
1753880 26.1071 9.07457 21.563 10.1284 -10.6422 -0.782883 66.8732
1753891 26.1071 9.07457 21.563 10.1284 -10.6422 -0.782883 66.8732
